what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.pde.core,3.6.1.v20100902_r361,"org.eclipse.pde.core",1386815039380
activated,editor,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui.internal.editor.AntEditor",1386815044386
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordNext",1386815044802
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1386815045327
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1386815045558
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1386815045902
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1386815047913
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386815051226
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386815269932
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1386815273218
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386815278825
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386815307487
executed,command,,,"org.eclipse.ant.ui.antShortcutWithDialog.run",1386815307587
activated,editor,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui.internal.editor.AntEditor",1386815323046
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1386815326567
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1386815328764
activated,editor,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui.internal.editor.AntEditor",1386815329593
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386815333170
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.findReplace",1386815333209
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1386815333536
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386815340515
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1386815354891
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1386815355590
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1386815356073
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1386815356515
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1386815356931
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.redo",1386815378739
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.redo",1386815379304
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.redo",1386815380443
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.redo",1386815381957
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.redo",1386815382763
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386815385729
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.findReplace",1386815385767
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386815387641
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1386815387695
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386815389992
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386815396292
activated,editor,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui.internal.editor.AntEditor",1386815396330
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.textStart",1386815396990
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386815398416
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386815421498
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386815423722
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386815438933
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386815442068
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1386815442945
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386815447209
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1386815448290
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1386815450604
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1386815452580
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1386815455461
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1386815457559
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1386815457716
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1386815459796
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.goto.next.member",1386815460868
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.goto.next.member",1386815461012
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1386815464820
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1386815466358
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1386815466517
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1386815467281
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1386815471014
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1386815471151
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1386815471452
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386815473386
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386815473903
executed,command,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui.antShortcut.run",1386815473909
activated,editor,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui.internal.editor.AntEditor",1386815480770
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1386815483652
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1386815485108
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386815486889
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386815487537
executed,command,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui.antShortcut.run",1386815487547
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1386815506763
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1386815507502
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1386815507523
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1386815513617
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1386815523531
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1386815523557
